cartodb_id,the_geom,floor_area,_2014_energy_star_score,_2013_energy_star_score,_2012_energy_star_score,_2011_energy_star_score,property_type_self_selected,postal_code,pim_link,parcel_s,parcel2,parcel1,full_address,energy_audit_status,energy_audit_due_date,building_name,building_address,edit_energy_performance_ordinance_report_blklot,benchmark_2014_status,benchmark_2013_status,benchmark_2012_status,benchmark_2011_status,benchmark_2010_status,to_st,street,st_type,odd_even,mapblklot,lot_num,from_st,block_num,blklot,_2014_weather_normalized_source_eui_kbtu_ft2,_2014_weather_normalized_site_eui_kbtu_ft2,_2014_total_ghg_emissions_metric_tons_co2e,_2014_total_ghg_emissions_intensity_kgco2e_ft2,_2014_source_eui_kbtu_ft2,_2014_site_eui_kbtu_ft2,_2014_percent_better_than_national_median_source_eui,_2014_percent_better_than_national_median_site_eui,_2013_weather_normalized_source_eui_kbtu_ft2,_2013_weather_normalized_site_eui_kbtu_ft2,_2013_total_ghg_emissions_metric_tons_co2e,_2013_total_ghg_emissions_intensity_kgco2e_ft2,_2013_source_eui_kbtu_ft2,_2013_site_eui_kbtu_ft2,_2013_percent_better_than_national_median_source_eui,_2013_percent_better_than_national_median_site_eui,_2012_weather_normalized_source_eui_kbtu_sq_ft,_2012_weather_normalized_site_eui_kbtu_ft2,_2012_total_ghg_emissions_metric_tons_co2e,_2012_total_ghg_emissions_intensity_kgco2e_ft2,_2012_source_eui_kbtu_ft2,_2012_site_eui_kbtu_ft2,_2012_percent_better_than_national_median_source_eui,_2012_percent_better_than_national_median_site_eui,_2011_weather_normalized_source_eui_kbtu_ft2,_2011_weather_normalized_site_eui_kbtu_ft2,_2011_total_ghg_emissions_metric_tons_co2e,_2011_total_ghg_emissions_intensity_kgco2e_ft2,_2011_source_eui_kbtu_ft2,_2011_site_eui_kbtu_ft2,_2011_percent_better_than_national_median_source_eui,_2011_percent_better_than_national_median_site_eui
132862,0106000020E61000000100000001030000000100000007000000D7083A3E8A995EC0311EFB2B69E44240224D6FD683995EC0C253EFF95EE442405ADD790E88995EC045F8584F58E442409AEBCD428D995EC05E7EFF9760E442401B34EA0B8A995EC07C3445AC65E44240C2D6603F8B995EC0710DA59567E44240D7083A3E8A995EC0311EFB2B69E44240,26937,,,,,N/A,94105,http://propertymap.sfplanning.org/?&search=3735/015,3735/015,015,3735,"690 FOLSOM ST
San Francisco, CA 94105
(37.783969, -122.398708)",Upcoming,4/1/21,690 FOLSOM ST,690 FOLSOM ST,3735015,Exempt - New Construction,Exempt - New Construction,Exempt - New Construction,N/A,N/A,690,FOLSOM,ST,E,3735015,015,690,3735,3735015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132866,0106000020E61000000100000001030000000100000005000000B144EE498E995EC0B278AD8A7FE442407443B0DE94995EC0E9DD37048AE44240E996CC0F93995EC08C239CDF8CE44240710F0D7B8C995EC08ECD126682E44240B144EE498E995EC0B278AD8A7FE44240,18000,,,,,N/A,94105,http://propertymap.sfplanning.org/?&search=3735/040,3735/040,040,3735,"663 HOWARD ST
San Francisco, CA 94105
(37.785557, -122.39978)",Pending,4/1/14,661 Howard Street,663 HOWARD ST,3735040,Violation - Did Not Report,Complied,Complied,N/A,N/A,663,HOWARD,ST,O,3735040,040,661,3735,3735040,,,,,,,,,422.8,275.8,295.9,16.4,422.4,275.3,-2.2,-2.2,,,,,,,,,,,,,,,,
132867,0106000020E61000000100000001030000000100000008000000E996CC0F93995EC08C239CDF8CE44240A31F9D3A90995EC03713735991E44240D6514D048D995EC02FF637448CE4424014CF44548B995EC03750D9EE8EE442408E6334B686995EC0A62F52A087E442404F7E43418B995EC0B502A37280E44240710F0D7B8C995EC08ECD126682E44240E996CC0F93995EC08C239CDF8CE44240,29280,,4,,,Manufacturing/Industrial Plant,94105,http://propertymap.sfplanning.org/?&search=3735/041,3735/041,041,3735,"657 HOWARD ST
San Francisco, CA 94105
(37.785687, -122.399614)",Complied,4/1/13,Crown Point Press,657 HOWARD ST,3735041,Complied,Complied,Complied,Violation - Insufficient Data,N/A,22,HAWTHORNE,ST,E,3735041,041,20,3735,3735041,184.2,84.6,161.5,5.5,178.7,79.4,,,189.8,86.8,174,5.9,189.8,86.5,112.3,112.3,452,201.5,202.66,,448.2,200.4,,326.3,,,,,,,,
132869,0106000020E610000001000000010300000001000000080000004EE41B9281995EC0B01CF62394E44240B008016381995EC0F01A69D993E44240007C69DA7C995EC05E9029039BE442400573BF747B995EC07FFF8FC698E44240C1A0816F78995EC042CEA4F093E44240D2BEB97681995EC04A57E3AC85E442404AFC591786995EC0D7737DFF8CE442404EE41B9281995EC0B01CF62394E44240,210174,,,91,83,N/A,94105,http://propertymap.sfplanning.org/?&search=3735/046,3735/046,046,3735,"55 HAWTHORNE ST
San Francisco, CA 94105
(37.785335, -122.39867)",Complied,11/15/12,55 Hawthorne,55 HAWTHORNE ST,3735046,Exempt,Exempt,Complied,Complied,Complied,55,HAWTHORNE,ST,O,3735046,046,55,3735,3735046,,,,,,,,,,,,,,,,,176.3,74.3,853.7,,178.3,76.3,,-44.6,,81.5,977.2,,,83.5,,-34.3
132870,0106000020E610000001000000010300000001000000050000002C4A57058A995EC0CC0590289BE4424090C6010388995EC0572538559EE44240BD40117C83995EC00DE2492B97E4424035C4667E85995EC05C5EA2FE93E442402C4A57058A995EC0CC0590289BE44240,10400,,,,,N/A,94105,http://propertymap.sfplanning.org/?&search=3735/050,3735/050,050,3735,"633 HOWARD ST
San Francisco, CA 94105
(37.786082, -122.399123)",Pending,4/1/13,633 HOWARD ST,633 HOWARD ST,3735050,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,N/A,N/A,639,HOWARD,ST,O,3735050,050,633,3735,3735050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132871,0106000020E610000001000000010300000001000000070000000573BF747B995EC07FFF8FC698E44240C31440F074995EC0C954C612A3E44240949DF5A66F995EC06337369C9AE4424090C453A173995EC0C743295394E44240DFB86E2B76995EC036C7F64F90E44240C1A0816F78995EC042CEA4F093E442400573BF747B995EC07FFF8FC698E44240,28362,98,97,97,,Office,94105,http://propertymap.sfplanning.org/?&search=3735/055,3735/055,055,3735,"240 2ND ST
San Francisco, CA 94105
(37.786166, -122.397492)",Complied,4/1/13,240 2nd Street,240 2ND ST,3735055,Complied,Complied,Complied,Violation - Insufficient Data,N/A,240,02ND,ST,E,3735055,055,240,3735,3735055,78.1,44.9,46.3,2.3,68,36.1,-56.4,-56.4,78.8,45.6,57.9,2.9,78.3,45,-51.2,-51.2,80.9,46.9,58.6,2.9,78.3,46,-51.8,-51.8,,,,,,,,
132872,0106000020E61000000100000001030000000100000006000000E987D8178F995EC0C480C7A27DE442404C26895497995EC0860AE29E70E44240B461891C9E995EC060CAF9697BE44240DDBED8DF95995EC0C8FDE26D88E4424094BF164B8F995EC0D30959F47DE44240E987D8178F995EC0C480C7A27DE44240,361041,85,80,82,80,Office,94105,http://propertymap.sfplanning.org/?&search=3735/059,3735/059,059,3735,"201 Third St
San Francisco, CA 94105
(37.784807, -122.400228)",Exempt - LEED EBOM,11/15/12,201 Third Street,201 Third St,3735059,Complied,Complied,Complied,Complied,Complied,201,03RD,ST,O,3735059,059,201,3735,3735059,166.8,54,1555,4.3,166.5,53.7,-37.8,-37.8,186.6,59.8,1740.7,5.2,186.7,59.9,-32.5,-32.5,190.6,57.7,1731.31,,190.7,57.8,,-34.6,,60.6,1816.16,,,60.8,,-31.9
132874,0106000020E6100000010000000103000000010000000A0000005EABE91672995EC00A906C298CE442402D9B285077995EC0A5A684E883E44240EFA756EA77995EC0009080DC84E44240D8C58F6F7C995EC0533E03B87DE44240D2BEB97681995EC04A57E3AC85E44240C1A0816F78995EC042CEA4F093E44240DFB86E2B76995EC036C7F64F90E4424090C453A173995EC0C743295394E44240E5197B4C70995EC06197C6FD8EE442405EABE91672995EC00A906C298CE44240,408667,,98,97,97,N/A,94105,http://propertymap.sfplanning.org/?&search=3735/062,3735/062,062,3735,"75 HAWTHORNE ST
San Francisco, CA 94105
(37.785083, -122.398358)",Exempt - LEED EBOM,4/1/13,Hawthorne Plaza - 75 Hawthorne,75 HAWTHORNE ST,3735062,Violation - Did Not Report,Complied,Complied,Complied,Complied,75,HAWTHORNE,ST,O,3735062,062,75,3735,3735062,,,,,,,,,97.3,35.9,969.5,2.7,97.2,35.8,-59.9,-59.9,96.8,35.2,971.2,2.7,97.5,35.8,-59.4,-59.4,,40.9,1211.61,,,41.7,,-56.6
133137,0106000020E610000001000000010300000001000000050000001CD913B754995EC089429C47CCE4424064E0A1B557995EC012C96C12D1E442407F448F6250995EC0DC7DE19BDCE44240BA3A01644D995EC04E900DD1D7E442401CD913B754995EC089429C47CCE44240,70000,,59,65,66,N/A,94105,http://propertymap.sfplanning.org/?&search=3736/006,3736/006,006,3736,"234 1ST ST
San Francisco, CA 94105
(37.787989, -122.395328)",Complied,11/15/12,246 First Street LLC,234 1ST ST,3736006,Exempt - Change of Ownership,Complied,Complied,Complied,Violation - Insufficient Data,246,01ST,ST,E,3736006,006,234,3736,3736006,,,,,,,,,166.1,68.2,363.8,5.2,166.1,68.2,-10.3,-10.4,156.6,54.5,318.2,,156.5,54.5,,-16.4,,49.8,307.6,,,50.6,,-17.5
133143,0106000020E610000001000000010300000001000000060000003A91C98D5C995EC0063107049DE442400D2C70BF5F995EC04C9FA120A2E44240C95551A55E995EC0031389DDA3E44240721E9FBC5D995EC03F7B804CA5E44240AABCF98A5A995EC0E394E52FA0E442403A91C98D5C995EC0063107049DE44240,15460,96,98,,,Office,94105,http://propertymap.sfplanning.org/?&search=3736/025,3736/025,025,3736,"572 FOLSOM ST
San Francisco, CA 94105
(37.786003, -122.396121)",Complied,4/1/14,JAM Properties,572 FOLSOM ST,3736025,Complied,Complied,Complied,N/A,N/A,576,FOLSOM,ST,E,3736025,025,572,3736,3736025,65.5,21.7,26.8,1.7,65.5,21.7,-56.3,-56.3,57.9,19.1,23.7,1.5,57.9,19.1,-62.5,-62.5,,,,,,,,,,,,,,,,
133144,0106000020E6100000010000000103000000010000000B0000009BD5539A61995EC0BE58AA0D95E44240786BBC9864995EC080A7AFD899E4424042E3D96363995EC0F127D0BF9BE44240E5A1F19663995EC08E929D119CE44240E776899562995EC0C9558CA79DE44240A989927765995EC0A68D2345A2E44240762B208561995EC0BA0E2677A8E44240C95551A55E995EC0031389DDA3E442400D2C70BF5F995EC04C9FA120A2E442403A91C98D5C995EC0063107049DE442409BD5539A61995EC0BE58AA0D95E44240,274550,,84,38,80,Hotel,94105,http://propertymap.sfplanning.org/?&search=3736/027,3736/027,027,3736,"299 Second Street
San Francisco, CA 94105
(37.78566, -122.396851)",Complied,4/1/13,311qr-San Francisco Downtown Courtyard,299 Second Street,3736027,Complied,Complied,Complied,Complied,Violation - Did Not Report,580,FOLSOM,ST,E,3736027,027,580,3736,3736027,138.6,69.5,1255.5,4.6,140,68.7,-13.6,-13.6,111.3,54.8,1170.9,3.7,112,54.9,-29.9,-30,136.2,64.5,1238.22,,134.5,63.9,,10.6,,63,1238.3,,,63.9,,-27.1
133151,0106000020E610000001000000010300000001000000060000000FCAA01962995EC094E28A24C5E44240CA5DC01C64995EC0F9C726F9C1E44240879BE3B26A995EC07D849784CCE44240733DC5AF68995EC02378FCAFCFE44240C58A264B65995EC06B5B5D41CAE442400FCAA01962995EC094E28A24C5E44240,24750,97,99,,,Office,94105,http://propertymap.sfplanning.org/?&search=3736/086,3736/086,086,3736,"555 HOWARD ST
San Francisco, CA 94105
(37.787617, -122.397171)",Complied,4/1/14,Descalso Howard St Family L.P.,555 HOWARD ST,3736086,Complied,Complied,Complied,N/A,N/A,555,HOWARD,ST,O,3736086,086,555,3736,3736086,72.5,25,48.5,2,72.5,25,-60.4,-60.4,56.3,21.5,39.5,1.6,56.2,21.4,-70,-70,,,,,,,,,,,,,,,,
133158,0106000020E61000000100000001030000000100000005000000F9DF364D75995EC017352133AEE44240B44C87E171995EC09DDD8596B3E44240C388EA946F995EC0AB6C2CE8AFE44240F6209A0073995EC0253ACA84AAE44240F9DF364D75995EC017352133AEE44240,22687,63,77,,,Office,94105,http://propertymap.sfplanning.org/?&search=3736/095,3736/095,095,3736,"217 2ND ST
San Francisco, CA 94105
(37.786429, -122.397811)",Complied,4/1/13,217 Second Street,217 2ND ST,3736095,Complied,Complied,Complied,N/A,N/A,217,02ND,ST,O,3736095,095,217,3736,3736095,137.6,49.8,84.6,3.7,136,48.3,-13.9,-13.9,114.9,43.6,78.5,3.5,114.8,43.5,-29.3,-29.3,,,,,,,,,,,,,,,,
133159,0106000020E61000000100000001030000000100000005000000B44C87E171995EC09DDD8596B3E44240F9DF364D75995EC017352133AEE4424035D11F4A77995EC0A829DC61B1E44240B3046FDE73995EC0BC5041C5B6E44240B44C87E171995EC09DDD8596B3E44240,15500,25,33,,,Office,94105,http://propertymap.sfplanning.org/?&search=3736/096,3736/096,096,3736,"205 2ND ST
San Francisco, CA 94105
(37.786527, -122.397938)",Complied,4/1/13,215 Second Street,205 2ND ST,3736096,Complied,Complied,Complied,Violation - Insufficient Data,N/A,215,02ND,ST,O,3736096,096,205,3736,3736096,190.8,62.9,77.6,5,190.2,62.3,31,31,178.9,59.4,79,5.1,179.1,59.5,19.7,19.7,,,,,,,,,,,,,,,,
133161,0106000020E6100000010000000103000000010000000500000054B5685F72995EC0505443A7B5E44240E46F07C475995EC0B578DF15BBE442401EA5F68E74995EC03E5CB7FCBCE4424097F1572A71995EC0F4E01C8EB7E4424054B5685F72995EC0505443A7B5E44240,15600,100,100,,,Office,94105,http://propertymap.sfplanning.org/?&search=3736/098,3736/098,098,3736,"589 HOWARD ST
San Francisco, CA 94105
(37.787025, -122.39791)",Complied,4/1/14,589 HOWARD ST,589 HOWARD ST,3736098,Complied,Complied,Complied,N/A,N/A,591,HOWARD,ST,O,3736098,098,589,3736,3736098,3.9,1.9,2,0.1,3.9,1.9,-97.5,-97.5,12.8,5,6.1,0.4,12.8,5,-92.1,-92.1,,,,,,,,,,,,,,,,
133162,0106000020E610000001000000010300000001000000070000004B7DB5F56B995EC05F5FB29CB5E44240D65BD3F86D995EC060F84A71B2E4424097F1572A71995EC0F4E01C8EB7E442401EA5F68E74995EC03E5CB7FCBCE4424034C4D88B72995EC051A61F28C0E44240940B3A276F995EC0CCC682B9BAE442404B7DB5F56B995EC05F5FB29CB5E44240,34500,,,,,N/A,94105,http://propertymap.sfplanning.org/?&search=3736/099,3736/099,099,3736,"583 HOWARD ST
San Francisco, CA 94105
(37.787104, -122.397813)",Did Not Comply,4/1/14,583 HOWARD ST,583 HOWARD ST,3736099,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,N/A,585,HOWARD,ST,O,3736099,099,583,3736,3736099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133168,0106000020E61000000100000001030000000100000008000000AEA5964964995EC0507411D7CBE44240C25735AE67995EC089CBB045D1E442402F0AF6A763995EC0208F7B9CD7E442408A5A574360995EC0F74DDB2DD2E44240B4D4D2115D995EC0D9B70711CDE44240BC1C821660995EC02D9BF04FC8E4424048A4064863995EC0278CC36CCDE44240AEA5964964995EC0507411D7CBE44240,77000,,,,73,N/A,94105,http://propertymap.sfplanning.org/?&search=3736/111,3736/111,111,3736,"38 TEHAMA ST
San Francisco, CA 94105
(37.787402, -122.396388)",Exempt - LEED EBOM,4/1/14,Gordon Development,38 TEHAMA ST,3736111,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,Complied,Complied,543,HOWARD,ST,O,3736111,111,543,3736,3736111,,,,,,,,,,,,,,,,,,,,,,,,,,70.8,412.71,,,70.8,,-24
133171,0106000020E6100000010000000103000000010000000D0000004FCC608663995EC0BA12C5F3B4E44240B881B03060995EC0386F7F9DAFE442400CCEDE3761995EC01EFF6600AEE442403A60C69863995EC06C6DA944AAE4424010B2827365995EC0A03E825BA7E442405A52857566995EC021FC87C6A5E4424077EA551268995EC05631923EA3E442409433F54B6B995EC0482DA42E9EE442405C61929D6C995EC0316E284BA0E44240F3AC849C6E995EC07A192D7DA3E442408B1AF09A71995EC06FBD2F48A8E4424051DBEE8466995EC074A192BEB9E442404FCC608663995EC0BA12C5F3B4E44240,286148,93,89,92,86,Office,94105,http://propertymap.sfplanning.org/?&search=3736/123,3736/123,123,3736,"235 2ND ST
San Francisco, CA 94105
(37.786135, -122.397453)",Complied,11/15/12,CBS Interactive,235 2ND ST,3736123,Complied,Complied,Complied,Complied,Complied,235,02ND,ST,O,3736123,123,235,3736,3736123,135.6,49.2,972.8,3.6,133.4,47.2,-49.5,-49.5,168.9,60.3,1320.8,5,168.7,60.1,-43,-43.1,181,59.7,1361.74,,179.9,59.7,,-46,,50.2,1274.17,,,49.4,,-39
133238,0106000020E6100000010000000103000000010000000F000000B276E6F642995EC0BBEA7651E8E442400F53B1154A995EC090C3AF11DDE44240A3CA14DB51995EC038CE9681E9E442405342BF0C55995EC07484319EEEE4424058D38D5750995EC0DC4E7C08F6E4424065D3FB554F995EC0F7032D9EF7E442402085DC004A995EC0CE62590400E54240F1F3A03348995EC0B8EF6424FDE44240DACC785E46995EC0CCECC737FAE44240EEBD4F8944995EC003A82C4BF7E44240E80D76D640995EC0FA8B5464F1E442409239D6093F995EC034A95385EEE442408A50D14042995EC08C632271E9E442409159D49A42995EC0937BEDE2E8E44240B276E6F642995EC0BBEA7651E8E44240,665148,94,93,92,92,Office,94105,http://propertymap.sfplanning.org/?&search=3737/030,3737/030,030,3737,"405 HOWARD ST
San Francisco, CA 94105
(37.788875, -122.395578)",Exempt - LEED EBOM,4/1/14,The Orrick Building,405 HOWARD ST,3737030,Complied,Complied,Complied,Complied,Complied,235,01ST,ST,O,3737030,030,235,3737,3737030,118.7,37.8,1856,3.1,118.7,37.8,-52.1,-52.1,125.1,39.8,1956.5,3.2,125.1,39.8,-50,-50,167.6,50.2,2284.08,,167.6,50.2,,-44.4,,52.2,2321.25,,,51,,-43.7
133241,0106000020E6100000010000000103000000010000000A00000060DD4E2236995EC06858E4E20DE5424028804A103A995EC0BE4671B207E542401C6ACE5E3A995EC0F1229F2F08E54240B80F39003B995EC069CE613107E5424006F105A23B995EC024D6593308E542401F08BC7A3C995EC0E412634208E5424066E4E2073D995EC075E3106407E54240C9F0372641995EC0DD256BF60DE5424040C6D3A13B995EC0CA68FBA616E5424060DD4E2236995EC06858E4E20DE54240,342355,85,82,86,85,Office,94105,http://propertymap.sfplanning.org/?&search=3738/011,3738/011,011,3738,"301 HOWARD ST
San Francisco, CA 94105
(37.789718, -122.394519)",Exempt - ENERGY STAR,4/1/13,301 Howard,301 HOWARD ST,3738011,Complied,Complied,Complied,Complied,Complied,315,HOWARD,ST,O,3738011,011,301,3738,3738011,151.6,61.8,1498.4,4.4,149.9,60.2,-37.7,-37.7,148.3,60.9,1585.7,4.6,148.2,60.8,-34.5,-34.5,140.8,56.6,1499.11,,140.8,57.4,,-39.5,,47.4,1258.71,,,47.4,,-38.8
133242,0106000020E6100000010000000103000000010000000F0000007354D7F43B995EC051D56A21F4E44240A244DFAE46995EC069F61F3F05E54240C9F0372641995EC0DD256BF60DE5424066E4E2073D995EC075E3106407E542401F08BC7A3C995EC0E412634208E5424006F105A23B995EC024D6593308E54240B80F39003B995EC069CE613107E542401C6ACE5E3A995EC0F1229F2F08E5424028804A103A995EC0BE4671B207E5424060DD4E2236995EC06858E4E20DE5424060558F8432995EC0E615E71E08E542404E9FF3E432995EC0AD919E8607E542401954E56232995EC0526645B706E5424051AC536E36995EC0CFB41ADCFCE442407354D7F43B995EC051D56A21F4E44240,430069,92,88,86,79,Office,94105,http://propertymap.sfplanning.org/?&search=3738/012,3738/012,012,3738,"215 FREMONT ST
San Francisco, CA 94105
(37.788974, -122.394808)",Exempt - LEED EBOM,4/1/14,SF - 215 Fremont St.,215 FREMONT ST,3738012,Complied,Complied,Complied,Complied,Complied,216,BEALE,ST,E,3738012,012,216,3738,3738012,193.3,73.9,2085.3,5.4,191.1,71.8,-43,-43,193.7,70.6,2218.4,5.7,193.5,70.5,-38.8,-38.8,217,74,2416.77,,217.3,74.3,,-35,,79.7,2617.32,,,79.7,,-27.5
133251,0106000020E610000001000000010300000001000000050000004585FF9119995EC08844F3AC3BE54240C3F260231F995EC08D767AC832E542406247F28E24995EC0CCB90E6E3BE5424039A28FFD1E995EC0C196895244E542404585FF9119995EC08844F3AC3BE54240,114053,83,86,89,81,Office,94105,http://propertymap.sfplanning.org/?&search=3740/001,3740/001,001,3740,"101 HOWARD ST
San Francisco, CA 94105
(37.79109, -122.392787)",Complied,4/1/13,Folger Building,101 HOWARD ST,3740001,Complied,Complied,Complied,Complied,Complied,101,HOWARD,ST,O,3740001,001,101,3740,3740001,130,66.4,490.1,4.3,130.5,65,-35.3,-35.3,133.9,67.1,527.7,4.6,134.2,67.2,-39.7,-39.7,138,64.6,514.34,,134.9,63.7,,-43.2,,68.3,578.27,,,68.3,,-33.5
133254,0106000020E61000000100000001030000000100000009000000BA8D7C6816995EC06670965213E54240BDF1194813995EC072DACE0D19E54240840ED6D912995EC078474BD019E542404192BA6D12995EC087A5C9951AE542403ABACE0312995EC005EB435E1BE54240F08F804F11995EC07EC8A8C41CE542408EECF97F0E995EC08587C14818E542405160230A14995EC01CE76E880FE54240BA8D7C6816995EC06670965213E54240,11567,,,,,N/A,94105,http://propertymap.sfplanning.org/?&search=3740/030,3740/030,030,3740,"160 FOLSOM ST
San Francisco, CA 94105
(37.789581, -122.391617)",Did Not Comply,4/1/14,160 Folsom,160 FOLSOM ST,3740030,Violation - Did Not Report,Violation - Did Not Report,Violation - Did Not Report,Complied,N/A,160,FOLSOM,ST,E,3740030,030,160,3740,3740030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133257,0106000020E61000000100000001030000000100000007000000DD22C7BC17995EC01B6B64C038E54240C2A487C722995EC0AD04C61D27E5424019719D052A995EC0CFCB37B432E542406247F28E24995EC0CCB90E6E3BE54240C3F260231F995EC08D767AC832E542404585FF9119995EC08844F3AC3BE54240DD22C7BC17995EC01B6B64C038E54240,450536,85,83,83,81,Office,94105,http://propertymap.sfplanning.org/?&search=3740/033,3740/033,033,3740,"211 MAIN ST
San Francisco, CA 94105
(37.790296, -122.392992)",Exempt - ENERGY STAR,4/1/13,SF - 211 Main St.,211 MAIN ST,3740033,Complied,Complied,Complied,Complied,Complied,211,MAIN,ST,O,3740033,033,211,3740,3740033,171.3,68.7,2055,4.9,169,66.5,-37,-37,179.9,71.4,2327.9,5.5,179.7,71.2,-33.9,-33.9,193.2,71.2,2424.37,,193.6,71.6,,-33.4,,76.2,2581.21,,,77.4,,-31.4
133258,0106000020E61000000100000001030000000100000014000000F97760751B995EC098E033671BE54240C2A487C722995EC0AD04C61D27E54240DD22C7BC17995EC01B6B64C038E5424039A7BC2112995EC023790CCF2FE54240823FA19712995EC004C936412EE5424021E931EA12995EC0035CA8392DE542401B84A43F13995EC0F99D6B342CE54240CF43F39713995EC0B2F797312BE54240B21017F313995EC0430E3F312AE54240DC170A5114995EC0295B763329E542404BDEC2B114995EC0FA75533828E542407D4C3A1515995EC0C103E83F27E542403A51697B15995EC0D398474A26E54240FCD448E415995EC02DDA835725E54240D224CE4F16995EC06769B26724E542404161F3BD16995EC091E1E47A23E54240BCCAAD2E17995EC0B6052D9122E54240D281F7A117995EC0DE709CAA21E54240959BC41718995EC09FCE48C720E54240F97760751B995EC098E033671BE54240,393274,,,89,88,N/A,94105,http://propertymap.sfplanning.org/?&search=3740/034,3740/034,034,3740,"221 MAIN ST
San Francisco, CA 94105
(37.790038, -122.392674)",Exempt - LEED EBOM,4/1/13,221 Main Street,221 MAIN ST,3740034,Violation - Did Not Report,Violation - Did Not Report,Complied,Complied,Complied,221,MAIN,ST,O,3740034,034,221,3740,3740034,,,,,,,,,,,,,,,,,141,57.1,1758.88,,143,59,,-43.7,,63.3,1866.19,,,63.3,,-41.3
133260,0106000020E610000001000000010300000001000000160000009CB801CF16995EC06B5C3BF850E5424063FDF99311995EC065B411A048E542407D82D65A0C995EC065058EF750E54240B715EB700C995EC0DA86FD5E4FE54240DD477D8B0C995EC0652A19C74DE5424073DB89AA0C995EC005F101304CE5424077BE0ECE0C995EC049F3D4994AE54240D4F109F60C995EC07C17B50449E54240CC6979220D995EC06265C17047E54240FC9483850D995EC0A2C6606344E54240CA8655830D995EC0462CC45F44E5424049F2D1BC0D995EC0FCBCE6CF42E54240B8B9B0FA0D995EC0A6D5B34141E542407D86EE3C0E995EC035BA44B53FE54240707984830E995EC0E478BC2A3EE5424042426FCE0E995EC0DB4436A23CE54240D501A81D0F995EC0542CD51B3BE5424081B927710F995EC03891B29739E542403896F60A10995EC04A2DB80037E54240DD22FB0C10995EC00C79F10337E542401B1DC38F1B995EC09BEAFC6049E542409CB801CF16995EC06B5C3BF850E54240,314801,87,89,83,82,Office,94105,http://propertymap.sfplanning.org/?&search=3741/032,3741/032,032,3741,"201 SPEAR ST
San Francisco, CA 94105
(37.790642, -122.391688)",Exempt - ENERGY STAR,4/1/13,Spear Street Terrace,201 SPEAR ST,3741032,Complied,Complied,Complied,Complied,Complied,201,SPEAR,ST,O,3741032,032,201,3741,3741032,150.7,53.1,1188,4,149.3,51.8,-40.2,-40.2,140.8,52.3,1157.9,3.9,140.6,52.2,-43.1,-43.1,176.6,62.7,1376.58,,178.3,64.2,,-34.8,,64.1,1402.91,,,65.8,,-33.2
133262,0106000020E6100000010000000103000000010000001E0000003896F60A10995EC04A2DB80037E5424081B927710F995EC03891B29739E54240D501A81D0F995EC0542CD51B3BE5424042426FCE0E995EC0DB4436A23CE54240707984830E995EC0E478BC2A3EE542407D86EE3C0E995EC035BA44B53FE54240B8B9B0FA0D995EC0A6D5B34141E5424049F2D1BC0D995EC0FCBCE6CF42E54240CA8655830D995EC0462CC45F44E54240FC9483850D995EC0A2C6606344E54240CC6979220D995EC06265C17047E54240D4F109F60C995EC07C17B50449E5424077BE0ECE0C995EC049F3D4994AE5424073DB89AA0C995EC005F101304CE54240DD477D8B0C995EC0652A19C74DE54240B715EB700C995EC0DA86FD5E4FE542407D82D65A0C995EC065058EF750E542408C98F0490C995EC0DAF2887E52E5424059DC253D0C995EC020A0E90554E54240651BA8E706995EC0471D80834BE54240D08559BA03995EC01033007246E54240285747E101995EC0A0E8497F43E54240BCF12FBC00995EC0BF52B4AB41E542401B80728CFA985EC00DC30ECD37E5424013010D1300995EC0E78575122FE54240F12EF5A101995EC0AB804F9C2CE54240A1D2D7C202995EC0980BF8D32AE54240AFE2A49905995EC02640D85726E542409E5B45190B995EC00945831D2FE542403896F60A10995EC04A2DB80037E54240,700079,90,91,95,83,Office,94105,http://propertymap.sfplanning.org/?&search=3741/035,3741/035,035,3741,"250 THE
San Francisco, CA 94105
(37.791329, -122.390748)",Complied,4/1/13,2 Folsom,250 THE EMBARCADERO,3741035,Complied,Complied,Complied,Complied,Complied,2,FOLSOM,ST,E,3741035,035,2,3741,3741035,155.7,55.6,2352.4,4.2,154.2,54.2,-43.5,-43.5,153.1,55.2,2364.6,4.2,153.1,55.1,-44.8,-44.8,159.2,54.2,2568.48,,159.6,54.6,,-49.6,,55.9,2716.55,,,58.5,,-33.8
